year,municipality,municipality_id,district,district_id,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2020,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,7+ beds,All types,5.000000000000000,960000.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,1 bed,All types,94.000000000000000,7146483.000000000000000,23604.657354876042518,28738344.954181831330061
2025,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,4 beds,All types,282.000000000000000,74889512.000000000000000,23604.657354876042518,28738344.954181831330061
2023,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,1 bed,All types,917.000000000000000,53415451.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,3 beds,All types,58.000000000000000,10368000.000000000000000,23604.657354876042518,28738344.954181831330061
2022,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,4 beds,All types,4.000000000000000,734104.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,3 beds,All types,51.000000000000000,9043750.000000000000000,23604.657354876042518,28738344.954181831330061
2023,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,4 beds,All types,204.000000000000000,52031478.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,4 beds,All types,135.000000000000000,27917000.000000000000000,23604.657354876042518,28738344.954181831330061
2024,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,2 beds,All types,745.000000000000000,74667447.000000000000000,23604.657354876042518,28738344.954181831330061
2021,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,4 beds,All types,203.000000000000000,43805310.000000000000000,23604.657354876042518,28738344.954181831330061
2022,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,2 beds,All types,740.000000000000000,71992752.000000000000000,23604.657354876042518,28738344.954181831330061
2025,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,1 bed,All types,670.000000000000000,57419501.000000000000000,23604.657354876042518,28738344.954181831330061
2022,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,5 beds,All types,166.000000000000000,40934794.000000000000000,23604.657354876042518,28738344.954181831330061
2024,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,3 beds,All types,301.000000000000000,58149101.000000000000000,23604.657354876042518,28738344.954181831330061
2025,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,7+ beds,All types,7.000000000000000,3227500.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,unclassified,All types,7.000000000000000,595000.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,2 beds,All types,123.000000000000000,14698503.000000000000000,23604.657354876042518,28738344.954181831330061
2023,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,2 beds,All types,38.000000000000000,6957888.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,1 bed,All types,98.000000000000000,6961082.000000000000000,23604.657354876042518,28738344.954181831330061
2022,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,1 bed,All types,813.000000000000000,46069318.000000000000000,23604.657354876042518,28738344.954181831330061
2021,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,4 beds,All types,1.000000000000000,245000.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,4 beds,All types,199.000000000000000,41653500.000000000000000,23604.657354876042518,28738344.954181831330061
2023,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,2 beds,All types,738.000000000000000,72350487.000000000000000,23604.657354876042518,28738344.954181831330061
2024,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,1 bed,All types,909.000000000000000,59235937.000000000000000,23604.657354876042518,28738344.954181831330061
2023,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,3 beds,All types,234.000000000000000,30432577.000000000000000,23604.657354876042518,28738344.954181831330061
2021,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,5 beds,All types,174.000000000000000,42209843.000000000000000,23604.657354876042518,28738344.954181831330061
2024,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,5 beds,All types,133.000000000000000,39275253.000000000000000,23604.657354876042518,28738344.954181831330061
2024,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,7+ beds,All types,6.000000000000000,2035450.000000000000000,23604.657354876042518,28738344.954181831330061
2025,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,studio,All types,214.000000000000000,17526739.000000000000000,23604.657354876042518,28738344.954181831330061
2022,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,3 beds,All types,225.000000000000000,30802735.000000000000000,23604.657354876042518,28738344.954181831330061
2021,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,3 beds,All types,136.000000000000000,26304243.000000000000000,23604.657354876042518,28738344.954181831330061
2022,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,renewal,7.000000000000000,1488313.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,new,7.000000000000000,1765000.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,2 beds,renewal,3666.000000000000000,327986213.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,renewal,9.000000000000000,2120340.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,renewal,2976.000000000000000,168549992.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,renewal,338.000000000000000,44368068.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,studio,new,565.000000000000000,24133276.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,new,7.000000000000000,1690000.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,new,3611.000000000000000,206634758.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,2 beds,new,2.000000000000000,330000.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,renewal,8.000000000000000,1322481.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,new,4.000000000000000,945000.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,new,4.000000000000000,890000.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,new,11.000000000000000,2564014.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,renewal,5.000000000000000,1885000.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,2 beds,new,2481.000000000000000,233758211.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,new,190.000000000000000,24239223.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,studio,renewal,553.000000000000000,23510860.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,renewal,14.000000000000000,2901090.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,renewal,1155.000000000000000,160988036.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,unclassified,new,1.000000000000000,70000.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,2 beds,renewal,1.000000000000000,143850.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,new,774.000000000000000,98962440.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,new,1.000000000000000,223500.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,renewal,8.000000000000000,1836513.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,2 beds,new,2541.000000000000000,221694629.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,new,5.000000000000000,1771500.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,new,153.000000000000000,21325130.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,studio,renewal,496.000000000000000,22655933.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,2 beds,new,2823.000000000000000,244899246.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,new,5.000000000000000,1748000.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,renewal,886.000000000000000,109389533.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,7+ beds,new,22.000000000000000,4121247.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,renewal,8.000000000000000,1402672.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,2 beds,new,3.000000000000000,465000.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,new,6.000000000000000,1335500.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,2 beds,renewal,3325.000000000000000,295483559.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,renewal,1073.000000000000000,141433930.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,new,3408.000000000000000,217971375.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,new,175.000000000000000,24820033.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,studio,renewal,557.000000000000000,22481939.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,new,3550.000000000000000,203218081.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,new,726.000000000000000,94221053.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,7+ beds,renewal,64.000000000000000,12006043.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,renewal,4444.000000000000000,248707921.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,new,4133.000000000000000,238396447.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,renewal,1034.000000000000000,130811352.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,7+ beds,new,16.000000000000000,3610000.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,new,2.000000000000000,540000.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,studio,new,449.000000000000000,24719243.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,new,4.000000000000000,1138500.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,2 beds,renewal,3549.000000000000000,301998760.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,new,3.000000000000000,795625.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,renewal,8.000000000000000,2481905.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,new,658.000000000000000,89548001.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,renewal,6.000000000000000,908661.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,renewal,852.000000000000000,108198919.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,new,103.000000000000000,16949286.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,7+ beds,new,10.000000000000000,2955575.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,new,2952.000000000000000,217777201.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,3 beds,new,510.000000000000000,77664691.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,renewal,189.000000000000000,24677457.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,renewal,8.000000000000000,1498862.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,new,1.000000000000000,302696.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,new,5.000000000000000,1203500.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,new,2.000000000000000,775000.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,renewal,10.000000000000000,3255383.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,renewal,3152.000000000000000,186918387.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,studio,renewal,388.000000000000000,16334928.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,unclassified,new,1.000000000000000,45000.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,2 beds,new,1.000000000000000,165000.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,renewal,303.000000000000000,37891253.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,2 beds,renewal,2.000000000000000,313250.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,renewal,16.000000000000000,4091880.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,7+ beds,renewal,34.000000000000000,6486023.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,2 beds,renewal,1.000000000000000,165000.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,2 beds,new,1750.000000000000000,182906846.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,2 beds,renewal,2951.000000000000000,258394871.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,3 beds,new,5.000000000000000,1040713.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,5 beds,renewal,10.000000000000000,3749693.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,renewal,4125.000000000000000,242671818.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,renewal,375.000000000000000,48265865.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,7+ beds,new,25.000000000000000,4439575.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,renewal,15.000000000000000,3163813.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,7+ beds,renewal,69.000000000000000,12136270.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,studio,new,661.000000000000000,30983504.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,1 bed,renewal,4160.000000000000000,240867779.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,4 beds,renewal,325.000000000000000,43446499.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,7+ beds,renewal,68.000000000000000,12646994.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Apartment / Duplex,studio,new,714.000000000000000,30344575.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,2 beds,renewal,2.000000000000000,305000.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,All property types,2 beds,new,2544.000000000000000,222159629.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,All property types,7+ beds,new,22.000000000000000,4121247.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Al Reem Island,57,All property types,studio,new,486.000000000000000,23683177.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,All property types,1 bed,new,4133.000000000000000,238396447.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,All property types,unclassified,new,1.000000000000000,70000.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,All property types,5 beds,renewal,8.000000000000000,2481905.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,All property types,2 beds,renewal,3551.000000000000000,302312010.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,4 beds,renewal,11.000000000000000,2929715.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,Villa / Townhouse,7+ beds,new,1.000000000000000,50000.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,All property types,5 beds,new,2.000000000000000,775000.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,All property types,1 bed,renewal,2456.000000000000000,142286066.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,All property types,unclassified,new,1.000000000000000,45000.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,All property types,5 beds,renewal,6.000000000000000,2060000.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Al Reem Island,57,All property types,2 beds,new,2273.000000000000000,203969774.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,All property types,4 beds,renewal,343.000000000000000,47577601.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,All property types,3 beds,renewal,692.000000000000000,84636417.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,All property types,3 beds,renewal,1162.000000000000000,162476349.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,All property types,4 beds,renewal,200.000000000000000,27607172.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,All property types,1 bed,renewal,4444.000000000000000,248707921.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,All property types,5 beds,renewal,5.000000000000000,1384591.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,All property types,1 bed,new,2682.000000000000000,163284007.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,All property types,3 beds,renewal,1040.000000000000000,131720013.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,All property types,5 beds,new,5.000000000000000,1771500.000000000000000,14025.183842866346822,12889332.855498872697353
2023,Abu Dhabi City,41,Al Reem Island,57,All property types,7+ beds,renewal,68.000000000000000,12646994.000000000000000,14025.183842866346822,12889332.855498872697353
2024,Abu Dhabi City,41,Al Reem Island,57,All property types,7+ beds,new,16.000000000000000,3610000.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,All property types,7+ beds,new,25.000000000000000,4439575.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,All property types,unclassified,new,1.000000000000000,5000.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Al Reem Island,57,All property types,4 beds,new,367.000000000000000,49537265.000000000000000,14025.183842866346822,12889332.855498872697353
2022,Abu Dhabi City,41,Al Reem Island,57,All property types,studio,renewal,496.000000000000000,22655933.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,All property types,7+ beds,renewal,34.000000000000000,6486023.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,All property types,4 beds,renewal,291.000000000000000,39057061.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,All property types,7+ beds,renewal,73.000000000000000,12820451.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Al Reem Island,57,All property types,7+ beds,new,49.000000000000000,9377501.000000000000000,14025.183842866346822,12889332.855498872697353
2020,Abu Dhabi City,41,Al Reem Island,57,All property types,2 beds,new,2183.000000000000000,184531986.000000000000000,14025.183842866346822,12889332.855498872697353
2021,Abu Dhabi City,41,Al Reem Island,57,All property types,studio,new,565.000000000000000,24133276.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Al Reem Island,57,All property types,3 beds,renewal,572.000000000000000,72955143.000000000000000,14025.183842866346822,12889332.855498872697353
2025,Abu Dhabi City,41,Al Reem Island,57,All property types,7+ beds,new,11.000000000000000,3005575.000000000000000,14025.183842866346822,12889332.855498872697353
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,2 beds,new,64.000000000000000,7662334.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,3 beds,renewal,27.000000000000000,4801250.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,unclassified,renewal,4.000000000000000,300000.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,4 beds,new,126.000000000000000,26047000.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,5 beds,new,60.000000000000000,13103296.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,studio,renewal,45.000000000000000,3400084.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,4 beds,renewal,9.000000000000000,1870000.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,5 beds,new,147.000000000000000,31366101.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,unclassified,renewal,3.000000000000000,220000.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,7+ beds,renewal,2.000000000000000,440000.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,studio,new,64.000000000000000,4865250.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,2 beds,renewal,71.000000000000000,8249045.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Villa / Townhouse,4 beds,new,117.000000000000000,24856000.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,1 bed,renewal,36.000000000000000,2664067.000000000000000,23604.657354876042518,28738344.954181831330061
2019,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,2 beds,renewal,59.000000000000000,7036169.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,1 bed,renewal,44.000000000000000,3039443.000000000000000,23604.657354876042518,28738344.954181831330061
2020,Abu Dhabi City,41,Yas Island,1330,Apartment / Duplex,studio,new,47.000000000000000,3302500.000000000000000,23604.657354876042518,28738344.954181831330061
