year,municipality,municipality_id,district,district_id,project_name,project_id,project_number,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,new,102.000000000000000,7970600.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,renewal,118.000000000000000,9726598.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,new,103.000000000000000,7960166.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,renewal,128.000000000000000,10486168.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,new,72.000000000000000,5746751.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,renewal,161.000000000000000,12322138.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,new,94.000000000000000,6380523.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,renewal,166.000000000000000,12760449.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,new,75.000000000000000,5661675.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,renewal,183.000000000000000,14219673.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,new,33.000000000000000,2817415.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,All beds,renewal,121.000000000000000,9634712.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,new,85.000000000000000,5217135.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,renewal,26.000000000000000,1610167.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,new,61.000000000000000,5437750.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,renewal,17.000000000000000,1509500.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,new,42.000000000000000,5102000.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,renewal,14.000000000000000,1990500.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,new,1.000000000000000,161371.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,renewal,1.000000000000000,143000.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,new,47.000000000000000,2709000.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,renewal,52.000000000000000,2860571.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,new,34.000000000000000,2985250.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,renewal,35.000000000000000,2947527.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,new,20.000000000000000,2126350.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,renewal,30.000000000000000,3758500.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,new,1.000000000000000,150000.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,renewal,1.000000000000000,160000.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,new,52.000000000000000,3027500.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,renewal,52.000000000000000,2873500.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,new,29.000000000000000,2208916.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,renewal,42.000000000000000,3226668.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,new,21.000000000000000,2573750.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,renewal,31.000000000000000,3801000.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,new,1.000000000000000,150000.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,renewal,3.000000000000000,585000.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,new,26.000000000000000,1481500.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,renewal,81.000000000000000,4342230.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,new,30.000000000000000,2447751.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,renewal,38.000000000000000,3000249.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,new,15.000000000000000,1667500.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,renewal,40.000000000000000,4689659.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,new,1.000000000000000,150000.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,renewal,2.000000000000000,290000.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,new,52.000000000000000,2747539.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,renewal,75.000000000000000,3993859.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,new,27.000000000000000,1813734.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,renewal,46.000000000000000,3446781.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,new,14.000000000000000,1669250.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,renewal,43.000000000000000,5029809.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,new,1.000000000000000,150000.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,renewal,2.000000000000000,290000.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,new,39.000000000000000,2450575.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,renewal,91.000000000000000,4902706.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,new,23.000000000000000,1761100.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,renewal,52.000000000000000,4293120.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,new,13.000000000000000,1450000.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,renewal,37.000000000000000,4578847.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,renewal,3.000000000000000,445000.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,new,19.000000000000000,1410583.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,1 bed,renewal,59.000000000000000,3512553.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,new,9.000000000000000,748466.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,2 beds,renewal,40.000000000000000,3244149.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,new,5.000000000000000,658366.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,3 beds,renewal,20.000000000000000,2584010.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,All property types,4 beds,renewal,2.000000000000000,294000.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,new,85.000000000000000,5217135.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,renewal,26.000000000000000,1610167.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,new,61.000000000000000,5437750.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,renewal,17.000000000000000,1509500.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,new,42.000000000000000,5102000.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,renewal,14.000000000000000,1990500.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,new,1.000000000000000,161371.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,renewal,1.000000000000000,143000.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,new,47.000000000000000,2709000.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,renewal,52.000000000000000,2860571.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,new,34.000000000000000,2985250.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,renewal,35.000000000000000,2947527.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,new,20.000000000000000,2126350.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,renewal,30.000000000000000,3758500.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,new,1.000000000000000,150000.000000000000000,369.518591852247937,6131.983303630120645
2020,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,renewal,1.000000000000000,160000.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,new,52.000000000000000,3027500.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,renewal,52.000000000000000,2873500.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,new,29.000000000000000,2208916.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,renewal,42.000000000000000,3226668.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,new,21.000000000000000,2573750.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,renewal,31.000000000000000,3801000.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,new,1.000000000000000,150000.000000000000000,369.518591852247937,6131.983303630120645
2021,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,renewal,3.000000000000000,585000.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,new,26.000000000000000,1481500.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,renewal,81.000000000000000,4342230.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,new,30.000000000000000,2447751.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,renewal,38.000000000000000,3000249.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,new,15.000000000000000,1667500.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,renewal,40.000000000000000,4689659.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,new,1.000000000000000,150000.000000000000000,369.518591852247937,6131.983303630120645
2022,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,renewal,2.000000000000000,290000.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,new,52.000000000000000,2747539.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,renewal,75.000000000000000,3993859.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,new,27.000000000000000,1813734.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,renewal,46.000000000000000,3446781.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,new,14.000000000000000,1669250.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,renewal,43.000000000000000,5029809.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,new,1.000000000000000,150000.000000000000000,369.518591852247937,6131.983303630120645
2023,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,renewal,2.000000000000000,290000.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,new,39.000000000000000,2450575.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,renewal,91.000000000000000,4902706.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,new,23.000000000000000,1761100.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,renewal,52.000000000000000,4293120.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,new,13.000000000000000,1450000.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,renewal,37.000000000000000,4578847.000000000000000,369.518591852247937,6131.983303630120645
2024,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,renewal,3.000000000000000,445000.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,new,19.000000000000000,1410583.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,1 bed,renewal,59.000000000000000,3512553.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,new,9.000000000000000,748466.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,2 beds,renewal,40.000000000000000,3244149.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,new,5.000000000000000,658366.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,3 beds,renewal,20.000000000000000,2584010.000000000000000,369.518591852247937,6131.983303630120645
2025,Abu Dhabi City,41,AL REEM ISLAND,57,AMAYA TOWERS,1200,2018/175955,Apartment / Duplex,4 beds,renewal,2.000000000000000,294000.000000000000000,369.518591852247937,6131.983303630120645
2019,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,1 bed,new,62.000000000000000,3803000.000000000000000,338.967930191018922,5180.652803957646938
2019,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,1 bed,renewal,30.000000000000000,1762429.000000000000000,338.967930191018922,5180.652803957646938
2019,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,2 beds,new,25.000000000000000,2028500.000000000000000,338.967930191018922,5180.652803957646938
2019,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,2 beds,renewal,13.000000000000000,1103230.000000000000000,338.967930191018922,5180.652803957646938
2019,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,3 beds,new,2.000000000000000,245000.000000000000000,338.967930191018922,5180.652803957646938
2019,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,4 beds,new,1.000000000000000,128000.000000000000000,338.967930191018922,5180.652803957646938
2019,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,7+ beds,new,1.000000000000000,97000.000000000000000,338.967930191018922,5180.652803957646938
2020,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,1 bed,new,50.000000000000000,2961750.000000000000000,338.967930191018922,5180.652803957646938
2020,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,1 bed,renewal,40.000000000000000,2297629.000000000000000,338.967930191018922,5180.652803957646938
2020,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,2 beds,new,13.000000000000000,1007000.000000000000000,338.967930191018922,5180.652803957646938
2020,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,2 beds,renewal,11.000000000000000,942000.000000000000000,338.967930191018922,5180.652803957646938
2020,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,4 beds,new,1.000000000000000,130000.000000000000000,338.967930191018922,5180.652803957646938
2020,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,4 beds,renewal,1.000000000000000,62500.000000000000000,338.967930191018922,5180.652803957646938
2020,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,7+ beds,renewal,1.000000000000000,97000.000000000000000,338.967930191018922,5180.652803957646938
2021,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,1 bed,new,44.000000000000000,2427666.000000000000000,338.967930191018922,5180.652803957646938
2021,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,1 bed,renewal,39.000000000000000,2204850.000000000000000,338.967930191018922,5180.652803957646938
2021,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,2 beds,new,19.000000000000000,1144500.000000000000000,338.967930191018922,5180.652803957646938
2021,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,2 beds,renewal,17.000000000000000,1435000.000000000000000,338.967930191018922,5180.652803957646938
2021,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,3 beds,new,1.000000000000000,105000.000000000000000,338.967930191018922,5180.652803957646938
2021,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,4 beds,new,1.000000000000000,110000.000000000000000,338.967930191018922,5180.652803957646938
2021,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,4 beds,renewal,2.000000000000000,187500.000000000000000,338.967930191018922,5180.652803957646938
2021,Abu Dhabi City,41,AL REEM ISLAND,57,ocean scape,1197,2018/136266,Apartment / Duplex,unclassified,new,1.000000000000000,1000.000000000000000,338.967930191018922,5180.652803957646938
